min,-5.120000,max,5.120000,populationsize,500,children,80
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],var_x[10],var_x[11],var_x[12],var_x[13],var_x[14],var_x[15],var_x[16],var_x[17],var_x[18],var_x[19],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],best_x[10],best_x[11],best_x[12],best_x[13],best_x[14],best_x[15],best_x[16],best_x[17],best_x[18],best_x[19],,distance
11,208.980146,510.348002,1.025138,,7.082353,7.508410,7.325444,7.252898,7.684951,6.930442,7.949094,7.972046,7.588409,7.650521,7.744248,7.890498,7.253308,7.319880,7.496620,8.123827,7.243196,7.454536,7.348119,7.643510,,-0.433706,0.058260,-1.071136,0.808611,3.091462,-1.831769,0.930928,-2.563529,1.182635,0.077665,1.223514,-0.548845,-0.948078,-2.135478,-3.017757,-3.217974,4.010799,-0.476081,2.142314,-1.276412,,0.438953
12,217.001467,510.348002,1.026200,,7.039141,7.364931,7.300388,7.072910,7.683306,6.822080,7.928322,7.879037,7.431448,7.588075,7.574194,7.926153,7.073433,7.318086,7.355073,8.128878,7.156901,7.380085,7.334018,7.593740,,1.219798,-1.793599,-0.276761,-0.083120,-3.049010,-0.802746,2.167142,-1.581363,3.997172,0.797645,0.379815,3.901071,-0.728442,-0.828029,-3.739901,-0.898461,0.959817,0.201513,0.105466,1.450697,,0.436536
13,217.001467,510.348002,1.026429,,6.966403,7.245649,7.374178,7.055809,7.675526,6.713040,7.896546,7.567101,7.342489,7.554706,7.295542,7.931225,7.129441,7.104655,7.177552,7.792102,7.102904,7.235394,7.261943,7.640921,,1.219798,-1.793599,-0.276761,-0.083120,-3.049010,-0.802746,2.167142,-1.581363,3.997172,0.797645,0.379815,3.901071,-0.728442,-0.828029,-3.739901,-0.898461,0.959817,0.201513,0.105466,1.450697,,0.475011
14,219.279104,510.348002,1.031741,,6.934128,7.356597,7.326353,7.047726,7.673922,6.728724,7.801753,7.451763,7.160219,7.535651,7.240380,7.888094,7.068615,7.055179,7.177432,7.765392,7.046821,7.164602,7.171363,7.661471,,-2.273686,-2.896159,-0.695672,-1.810440,-2.886139,2.262614,-4.079559,-0.718452,0.600966,-0.778369,-0.839929,0.796916,2.260337,0.855801,-2.131602,-2.023534,1.077010,-3.000090,3.154552,-0.699818,,0.493949
15,219.279104,510.348002,1.035076,,6.890552,7.258941,7.172353,6.819904,7.615739,6.687907,7.636329,7.400039,7.097668,7.506409,7.249689,7.820232,6.882774,6.913053,7.070983,7.676009,7.023969,7.086752,7.231322,7.724732,,-2.273686,-2.896159,-0.695672,-1.810440,-2.886139,2.262614,-4.079559,-0.718452,0.600966,-0.778369,-0.839929,0.796916,2.260337,0.855801,-2.131602,-2.023534,1.077010,-3.000090,3.154552,-0.699818,,0.470613
16,216.523161,510.348002,1.038150,,6.868869,7.156113,7.123658,6.763609,7.483751,6.688023,7.432323,7.246945,7.029595,7.442159,7.147247,7.749787,6.775896,6.852610,7.142045,7.539372,6.965791,6.961115,7.204432,7.702145,,0.038267,-2.050931,0.931477,1.141077,-2.185195,-2.164563,-0.836099,2.788136,0.722289,4.081752,-0.867118,3.453664,0.141343,-3.686608,1.980052,4.036799,-1.313014,1.159838,1.295804,-1.803978,,0.448755
17,201.781075,492.887807,1.040866,,6.686513,7.102438,7.015299,6.719084,7.352491,6.604622,7.414784,7.079165,6.953954,7.319038,6.967537,7.646338,6.645586,6.731655,7.033047,7.409826,6.843506,7.001172,7.144122,7.717671,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.433999
18,201.781075,492.887807,1.039592,,6.589862,6.977162,7.027345,6.626469,7.215790,6.553313,7.442736,7.088131,6.972330,7.226214,6.888182,7.544454,6.641848,6.689915,7.029665,7.240157,6.698701,7.007596,7.093394,7.643722,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.456104
19,201.781075,492.887807,1.043393,,6.578265,6.860678,6.845702,6.614657,7.105547,6.408324,7.335795,6.995809,6.863810,7.093409,6.818457,7.439358,6.640223,6.507035,6.912302,7.158133,6.384961,7.052181,7.014631,7.463058,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.472252
20,201.781075,492.887807,1.047602,,6.349825,6.738954,6.910407,6.593732,7.009954,6.364959,7.269165,6.970087,6.759512,7.064642,6.720181,7.412559,6.602662,6.393210,6.735617,7.080943,6.445384,6.959572,6.922232,7.445766,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.467489
21,201.781075,492.887807,1.052098,,6.274857,6.622883,6.886635,6.492076,6.975047,6.324953,7.150205,6.936308,6.695998,6.964583,6.647027,7.284680,6.546901,6.320037,6.733969,7.057197,6.282017,6.871474,6.827631,7.337527,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.513981
22,201.781075,492.887807,1.052790,,6.380098,6.732939,6.742353,6.457070,6.848786,6.232084,7.132342,6.802841,6.558088,6.830170,6.510481,7.113049,6.452292,6.441000,6.666607,6.970609,6.292674,6.858889,6.749108,7.202772,,1.529547,-4.074773,1.013593,-1.917217,2.651065,1.904600,2.082759,3.293258,1.754274,-0.909335,1.225954,-2.308524,-0.172527,0.220713,1.216789,-0.900569,0.125998,0.708596,0.186946,-0.818830,,0.451787
23,190.680124,492.887807,1.061155,,6.452642,6.612385,6.666093,6.484739,6.887366,6.118410,7.148840,6.846148,6.494490,6.821047,6.401567,7.069808,6.304885,6.317826,6.552760,6.929056,6.225045,6.771304,6.627593,7.123978,,0.442615,-1.211540,0.011813,-2.353101,0.062483,1.955723,0.906014,2.306420,-1.108868,-0.189242,2.040194,-3.471880,-2.022570,-2.677670,-2.897501,0.081331,-1.890872,0.889517,1.018766,2.336261,,0.461818
24,216.523161,492.887807,1.063164,,6.350589,6.514142,6.721172,6.365984,6.762463,6.028272,7.042786,6.780577,6.392875,6.865670,6.345142,6.870521,6.259607,6.260061,6.449217,7.000839,6.161720,6.776509,6.670765,7.009427,,0.038267,-2.050931,0.931477,1.141077,-2.185195,-2.164563,-0.836099,2.788136,0.722289,4.081752,-0.867118,3.453664,0.141343,-3.686608,1.980052,4.036799,-1.313014,1.159838,1.295804,-1.803978,,0.428679
25,213.752678,492.887807,1.064352,,6.121041,6.456247,6.643486,6.391235,6.583366,5.879558,6.990607,6.737112,6.359283,6.837061,6.322855,6.773222,6.228020,6.179705,6.349128,6.989332,6.061023,6.734160,6.549225,6.971310,,-0.716914,0.593684,-1.949187,3.104442,0.961685,0.541228,-0.203028,-3.053367,1.829087,0.282860,-0.165172,-1.492585,-1.757495,1.930117,-0.191563,-0.399858,-1.816835,-0.945201,0.508806,-1.184409,,0.438138
26,213.752678,492.887807,1.065413,,6.062910,6.367694,6.619378,6.307862,6.555170,6.032754,6.906206,6.652160,6.331182,6.752795,6.288837,6.659686,6.214497,6.094928,6.445718,6.948086,5.998213,6.604664,6.459453,6.906127,,-0.716914,0.593684,-1.949187,3.104442,0.961685,0.541228,-0.203028,-3.053367,1.829087,0.282860,-0.165172,-1.492585,-1.757495,1.930117,-0.191563,-0.399858,-1.816835,-0.945201,0.508806,-1.184409,,0.430552
27,213.752678,492.887807,1.065794,,6.014056,6.266407,6.405656,6.245612,6.505659,6.022239,6.843919,6.424214,6.114697,6.617718,6.244194,6.566495,6.241223,6.015061,6.347326,6.936293,5.762288,6.561262,6.344523,6.858848,,-0.716914,0.593684,-1.949187,3.104442,0.961685,0.541228,-0.203028,-3.053367,1.829087,0.282860,-0.165172,-1.492585,-1.757495,1.930117,-0.191563,-0.399858,-1.816835,-0.945201,0.508806,-1.184409,,0.417019
28,213.752678,492.887807,1.066190,,6.022851,6.172081,6.429060,6.199592,6.412647,5.930726,6.750653,6.289135,6.069514,6.613510,6.169383,6.534072,6.186692,6.002017,6.273646,6.833040,5.812320,6.593061,6.279973,6.759069,,-0.716914,0.593684,-1.949187,3.104442,0.961685,0.541228,-0.203028,-3.053367,1.829087,0.282860,-0.165172,-1.492585,-1.757495,1.930117,-0.191563,-0.399858,-1.816835,-0.945201,0.508806,-1.184409,,0.408191
29,199.587810,492.887807,1.067574,,6.006872,6.083825,6.420907,6.223636,6.365218,5.927399,6.758029,6.246571,6.144080,6.605203,5.996093,6.478640,6.208647,5.890976,6.247521,6.670079,5.742479,6.547594,6.143267,6.714206,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.413642
30,199.587810,492.887807,1.066176,,5.930586,6.129391,6.280377,6.228501,6.244684,5.706691,6.718193,6.240840,6.071547,6.566103,5.852292,6.127220,6.123503,5.802763,6.193808,6.517076,5.754880,6.525669,6.102610,6.593385,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.422936
31,199.587810,492.887807,1.066209,,5.876771,6.093658,6.216933,6.139004,6.177120,5.540106,6.718727,6.123024,6.138150,6.303051,5.771445,6.172207,6.088731,5.709763,6.159976,6.502025,5.644963,6.341562,6.095280,6.499550,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.400275
32,199.587810,492.887807,1.069956,,6.010978,6.016941,6.175032,5.988810,6.061809,5.602610,6.573037,6.087908,6.046030,6.268930,5.619956,6.046039,6.072143,5.643976,6.182003,6.435119,5.676652,6.291005,5.943091,6.519249,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.391422
33,199.587810,492.887807,1.068949,,6.004409,5.894933,6.170227,6.092429,6.076326,5.600975,6.535684,5.894183,5.916116,6.285044,5.646168,5.922060,6.104913,5.629515,6.217487,6.325018,5.654143,6.317715,5.882718,6.547432,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.398849
34,199.587810,492.887807,1.070503,,5.906123,5.824135,6.168653,6.023039,6.003606,5.524664,6.432647,5.845242,5.904820,6.234914,5.620730,5.902978,6.058956,5.658237,6.086024,6.220108,5.578563,6.206168,5.732237,6.514335,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.403358
35,199.587810,492.887807,1.076027,,5.829036,5.832748,6.117060,6.012821,6.002670,5.522945,6.358860,5.791461,5.904855,6.169896,5.674621,5.719856,6.073621,5.570993,5.973790,6.007998,5.507349,6.197442,5.621954,6.406405,,3.950155,-0.923356,1.049702,-0.118132,1.058068,-3.212267,0.703662,0.011691,-3.834730,3.515118,-0.571036,-1.145392,-0.071628,-0.184682,-2.403882,-1.962765,0.187824,-1.603108,-0.903312,-1.098489,,0.378050
36,199.510373,492.887807,1.076304,,5.802400,5.873768,5.962304,6.011604,6.021351,5.561545,6.260117,5.784143,5.828642,6.167788,5.659620,5.655117,6.120869,5.480948,5.951602,5.997305,5.539279,6.103475,5.582281,6.412583,,2.979835,2.116646,-0.027173,0.546074,-0.932587,0.717068,-2.841126,0.082446,0.670929,-2.276506,1.102360,-1.927118,-0.216963,-2.337747,-1.535023,-1.965447,-3.906110,3.038809,-0.262831,0.895920,,0.375619
37,199.510373,492.887807,1.083397,,5.791319,5.843240,5.962450,5.999074,6.100353,5.576486,6.251007,5.736130,5.755584,6.125685,5.660226,5.560627,5.995543,5.408843,5.983720,5.956135,5.483898,6.091459,5.529074,6.383441,,2.979835,2.116646,-0.027173,0.546074,-0.932587,0.717068,-2.841126,0.082446,0.670929,-2.276506,1.102360,-1.927118,-0.216963,-2.337747,-1.535023,-1.965447,-3.906110,3.038809,-0.262831,0.895920,,0.407392
38,199.510373,492.887807,1.085203,,5.759839,5.881997,5.940782,5.846479,5.998748,5.526601,6.149646,5.702476,5.670880,6.127340,5.612967,5.446715,5.951033,5.331874,5.924344,5.956808,5.537176,6.114946,5.558076,6.252745,,2.979835,2.116646,-0.027173,0.546074,-0.932587,0.717068,-2.841126,0.082446,0.670929,-2.276506,1.102360,-1.927118,-0.216963,-2.337747,-1.535023,-1.965447,-3.906110,3.038809,-0.262831,0.895920,,0.396562
39,199.510373,492.887807,1.087391,,5.622361,5.967182,6.009502,5.721713,5.856952,5.464918,5.980201,5.610724,5.721727,6.130678,5.574455,5.426231,5.904984,5.257535,5.847845,5.931183,5.431687,6.051912,5.497929,6.240827,,2.979835,2.116646,-0.027173,0.546074,-0.932587,0.717068,-2.841126,0.082446,0.670929,-2.276506,1.102360,-1.927118,-0.216963,-2.337747,-1.535023,-1.965447,-3.906110,3.038809,-0.262831,0.895920,,0.381403
40,199.510373,492.887807,1.088467,,5.567002,5.967316,5.900228,5.743610,5.855134,5.528079,5.994282,5.625908,5.670479,6.105874,5.504845,5.353693,5.934389,5.247154,5.878311,5.858538,5.432503,5.985873,5.438717,6.086736,,2.979835,2.116646,-0.027173,0.546074,-0.932587,0.717068,-2.841126,0.082446,0.670929,-2.276506,1.102360,-1.927118,-0.216963,-2.337747,-1.535023,-1.965447,-3.906110,3.038809,-0.262831,0.895920,,0.397202
41,202.289622,492.887807,1.091300,,5.504887,5.883721,5.890137,5.800409,5.804564,5.462271,5.755544,5.640982,5.539476,6.172378,5.474800,5.285631,5.892156,5.244592,5.928524,5.666933,5.522637,5.964542,5.456205,6.046930,,2.875858,1.700374,0.983173,-2.166666,-0.140167,2.867987,-0.641289,2.092051,0.531192,-0.575134,1.003630,0.796241,2.723611,1.182709,-2.810793,-1.188708,-0.904472,1.337229,0.186369,-1.945883,,0.380147
42,201.958395,492.887807,1.092989,,5.522152,5.843803,5.861642,5.745729,5.802789,5.480630,5.709386,5.632035,5.443997,6.075068,5.440573,5.353428,5.857637,5.357118,5.993795,5.658677,5.447198,5.939614,5.370290,6.102400,,-1.721489,-0.190116,3.142406,2.218541,2.002745,4.080285,-0.584491,-0.901446,1.598159,0.040881,-0.431319,2.000479,0.421736,1.268733,1.205341,0.199566,-0.040922,2.842298,-0.956081,-2.060418,,0.358721
43,201.958395,492.887807,1.094575,,5.478937,5.788804,5.812068,5.661653,5.867712,5.351250,5.705820,5.618955,5.398593,6.054492,5.346039,5.220449,5.852287,5.406443,6.068482,5.621538,5.560768,5.891499,5.334577,5.996244,,-1.721489,-0.190116,3.142406,2.218541,2.002745,4.080285,-0.584491,-0.901446,1.598159,0.040881,-0.431319,2.000479,0.421736,1.268733,1.205341,0.199566,-0.040922,2.842298,-0.956081,-2.060418,,0.382183
44,200.383662,492.887807,1.093215,,5.336308,5.747058,5.812660,5.567957,5.758387,5.333533,5.653124,5.482583,5.476557,6.078815,5.256673,5.263689,5.825758,5.382822,5.993736,5.497092,5.565627,5.917599,5.317082,5.927988,,-2.959471,-2.796736,-1.009766,-2.550328,-0.222779,0.010270,0.348897,-1.063672,-0.855432,0.096141,0.363435,1.353501,0.815864,-0.630981,-2.136589,0.039765,3.206694,1.875761,-0.846708,-1.591714,,0.368353
45,181.144931,492.887807,1.098035,,5.210398,5.688972,5.857496,5.463758,5.641180,5.402272,5.595086,5.590046,5.451303,5.966955,5.261485,5.261119,5.712301,5.274708,5.891630,5.529488,5.589946,5.911902,5.245875,5.948306,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.386692
46,181.144931,492.887807,1.100259,,5.140726,5.727563,5.902676,5.417204,5.710814,5.365457,5.633086,5.545989,5.421443,5.879533,5.217708,5.228875,5.714322,5.360660,5.976654,5.441225,5.505400,5.863517,5.175214,5.819396,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.393541
47,181.144931,492.887807,1.100309,,5.109265,5.783892,5.913841,5.388047,5.743163,5.350237,5.643036,5.487495,5.337195,5.847599,5.310366,5.321041,5.651971,5.280244,5.960476,5.524179,5.430637,5.929752,5.115987,5.823295,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.414212
48,181.144931,492.887807,1.102556,,5.115040,5.683804,5.797717,5.377435,5.776810,5.313681,5.610669,5.555828,5.320108,5.810968,5.308689,5.325180,5.694193,5.247924,5.881129,5.586000,5.430824,5.896078,5.108137,5.785842,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.386276
49,181.144931,492.887807,1.109882,,5.135374,5.641555,5.825337,5.281079,5.752816,5.359284,5.662214,5.437917,5.279981,5.716946,5.231346,5.316449,5.609784,5.184517,5.860743,5.663647,5.533605,5.873887,5.222751,5.794901,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.433286
50,181.144931,492.887807,1.114200,,5.012904,5.671793,5.783958,5.080446,5.713163,5.562930,5.693053,5.405111,5.225296,5.580905,5.158240,5.359511,5.548958,5.136317,5.774088,5.569035,5.504407,5.652387,5.197640,5.761018,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.487406
51,181.144931,492.887807,1.117927,,5.027591,5.735712,5.739719,5.081819,5.689332,5.486193,5.708059,5.358595,5.169268,5.510657,5.164494,5.378255,5.613496,5.163607,5.886874,5.577100,5.505749,5.571297,5.154181,5.739150,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.470265
52,181.144931,492.887807,1.120798,,4.955509,5.767207,5.589253,5.128750,5.626238,5.491959,5.712376,5.281924,5.112136,5.439584,5.174598,5.353081,5.559582,5.114504,5.816569,5.433910,5.331012,5.460734,5.090220,5.702859,,-1.968884,1.177608,0.287710,-0.903169,-1.285087,1.915511,-0.315689,-0.715088,2.060784,-0.968232,0.984352,-2.830185,-1.214373,-1.061106,1.779902,1.706981,1.071931,-2.590470,0.585535,-1.930509,,0.511793
53,201.958395,492.887807,1.120900,,4.943164,5.808466,5.425803,5.247525,5.576871,5.519210,5.743121,5.186760,4.979608,5.378462,5.188053,5.195179,5.637178,5.163253,5.736252,5.441270,5.477825,5.343682,4.988999,5.632824,,-1.721489,-0.190116,3.142406,2.218541,2.002745,4.080285,-0.584491,-0.901446,1.598159,0.040881,-0.431319,2.000479,0.421736,1.268733,1.205341,0.199566,-0.040922,2.842298,-0.956081,-2.060418,,0.525884
54,200.257034,492.887807,1.125038,,4.890309,5.794010,5.327781,5.270393,5.503272,5.412085,5.801738,5.251217,5.001961,5.364944,5.142830,5.223958,5.580894,5.149398,5.640652,5.361859,5.398503,5.282572,5.028457,5.577995,,-0.096163,-1.253604,0.547783,3.705376,2.817819,1.086899,0.981154,2.710254,-1.583741,0.941410,-1.874047,1.148588,5.098595,1.118805,-1.089969,0.235378,1.873209,-1.220191,1.852199,1.012605,,0.534410
55,200.257034,484.799380,1.126237,,4.961854,5.823549,5.248794,5.220980,5.469557,5.365214,5.709560,5.330760,4.921292,5.365656,5.053452,5.157305,5.581870,5.097557,5.474158,5.198849,5.338332,5.258370,5.012284,5.585273,,-0.096163,-1.253604,0.547783,3.705376,2.817819,1.086899,0.981154,2.710254,-1.583741,0.941410,-1.874047,1.148588,5.098595,1.118805,-1.089969,0.235378,1.873209,-1.220191,1.852199,1.012605,,0.562950
56,200.257034,484.799380,1.134102,,4.868206,5.826601,5.163860,5.169434,5.474638,5.289550,5.651180,5.234085,4.929678,5.292635,5.091649,5.078545,5.566680,5.142312,5.276247,5.156527,5.282750,5.160410,5.018829,5.538736,,-0.096163,-1.253604,0.547783,3.705376,2.817819,1.086899,0.981154,2.710254,-1.583741,0.941410,-1.874047,1.148588,5.098595,1.118805,-1.089969,0.235378,1.873209,-1.220191,1.852199,1.012605,,0.646522
57,200.257034,484.799380,1.136299,,4.828157,5.827775,5.104048,5.054363,5.513568,5.307668,5.671175,5.283693,4.909704,5.279239,5.152640,5.122621,5.537324,5.017795,5.330786,5.155612,5.181121,5.144898,5.018955,5.496656,,-0.096163,-1.253604,0.547783,3.705376,2.817819,1.086899,0.981154,2.710254,-1.583741,0.941410,-1.874047,1.148588,5.098595,1.118805,-1.089969,0.235378,1.873209,-1.220191,1.852199,1.012605,,0.624907
