parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.981541849,0.410465662,1.746315985,5.102451774,6.780930172,3.72231735,5.672039637,1.412435281,6.698064258,15.05027363,6.00147,10.07227625,12.30300894,27.30821401,28.38857754,6.773537593,18.65797634,11.54345744,25.34103032,12.9687693,38.13028235,13.69305556,14.01419084,19.93573076,2.904742302,0.977514367,0,0.194762362,0,1
8,0.139518138,1.758742956,0.083497671,6.892161905,5.076678911,4.66006355,9.067754693,2.284312372,11.53641714,17.48800126,0.017860793,11.22582004,8.846797359,24.78271718,25.51614637,17.45367411,29.79616011,18.41406809,1.412828471,32.04926476,38.53951144,33.11348981,45.50141511,20.69437097,2.876997811,1.009330428,0,0.123854317,0,1
9,0.674839431,2.370718365,0.385806103,0.377640894,2.645629546,1.948061183,13.02832441,3.623522228,17.12889716,17.03500419,21.9797424,12.72025602,20.79258113,23.2020007,20.14776903,19.37497545,32.85297454,24.15168411,16.88515427,18.63684867,29.14814407,40.10894304,11.71923115,45.32251474,2.848628651,1.037345026,0,0.565093906,0,1
10,0.606802025,2.471167146,3.104626516,0.107409017,0.57748298,2.054191347,6.130669675,15.5937466,13.73600812,16.77825057,11.80914971,7.708699901,13.08230853,16.28252428,1.166642087,4.893029488,30.54648357,29.91186774,6.833546128,13.81450625,37.61751291,12.14713293,23.37553896,36.55650867,2.85078821,1.022692434,0,0.203261209,0,1
11,0.411955806,0.510669242,5.853824909,0.0146125,7.03840278,7.858245924,0.762881849,3.856451357,9.97270547,11.50568648,2.66458526,0.21490017,20.07020254,26.34564408,7.673091348,25.86483298,7.259337497,25.88333085,26.39215926,14.00545743,26.4621889,7.875021114,45.43051965,4.398029663,2.79533824,1.091824075,0,inf,0,1
12,1.53533133,3.283224755,4.808915357,2.327583216,8.828187172,5.304545354,7.161233652,10.06388949,11.39781535,10.65882556,9.559514848,20.90573964,6.922927783,21.98915817,11.4843735,2.616117934,5.111902249,26.16027512,18.43997713,15.54397583,22.49553276,15.68222755,23.30066923,12.34218877,2.932179882,0.972366012,0,inf,0,1
13,0.114274858,0.093466067,0.578620303,3.70513278,3.234636226,0.308572321,7.796764584,11.55180782,10.75230755,7.179050287,7.51569863,10.96434284,3.241433809,20.77603599,15.86582766,14.88993188,0.624269355,20.09469942,33.54663042,23.71305196,36.9272858,1.908448115,13.91703491,36.5153431,2.854711428,1.018373891,0,0.206636405,0,1
14,1.607688428,0.915610109,1.510255501,6.355547721,5.829330604,9.03344617,6.218795546,7.346936928,7.069864652,17.89730793,5.80006877,0.953092481,12.42675527,22.14984012,13.36901592,11.58599731,13.4264899,29.98039558,12.28855291,13.85421325,28.81685491,28.99866826,12.02952875,39.16963328,2.919230706,0.973055178,0,0.243603658,0,1
15,0.794138742,1.857870955,3.060628391,0.726617483,0.407557314,4.944974088,4.589288346,8.23300398,4.362547454,6.377866572,6.315795813,8.799533857,4.771405401,7.183307952,1.039203428,14.16177717,16.24335293,2.067740339,8.540329962,12.98045769,18.74096896,34.5986923,34.52323448,2.392397257,2.889011582,0.98912196,1,0.167528425,0,1
16,0.582431704,2.414946493,0.516331674,2.887343954,5.804855108,4.525782044,12.94662577,2.4666231,13.36099278,15.66484965,20.33144721,10.78743635,15.55780119,25.47214257,29.43966886,15.71751124,31.04131045,17.42049045,12.92556224,12.69025396,16.41715836,40.88833557,7.299438488,13.25806125,2.891953352,0.988693077,1,0.271970442,0,1
17,0.621606821,0.191546061,0.550992548,6.883449596,3.363231078,10.22189979,4.423547305,5.026170828,9.925415794,7.946407517,13.56927469,0.72534763,15.24231984,6.078976062,13.37850308,4.158943999,15.57118951,17.7491241,16.10237242,8.845555309,28.88274501,43.05838085,12.98760353,3.238876654,2.885933382,0.993787224,1,0.486801761,0,1
18,0.807068356,2.164263689,3.231576327,1.244557309,6.324833666,8.131903933,7.239330546,9.318156331,4.635638199,14.54603966,17.91233539,14.26713994,4.37992625,20.94903648,29.90142164,15.98083801,0.093104441,12.04869531,6.356278764,18.50489661,22.05818209,22.3964246,18.30718349,30.04881303,2.907221327,0.985374478,1,0.327960635,0,1
19,1.836645452,0.244677928,2.192459553,4.733227613,3.36479427,10.07223617,5.602813651,13.95771732,7.477224978,3.109657214,14.00959718,9.309826585,21.66856812,11.98527998,12.676786,14.67624213,2.465478369,0.898834174,13.9676389,19.73635328,12.70307773,24.77817193,43.48298399,44.30319817,2.908638871,0.981347505,1,0.230176218,0,1
20,0.473627051,1.084654642,4.309610345,2.702238381,6.910878002,4.28384664,10.63182642,5.240372904,2.866704625,3.20069044,0.922227721,14.17824995,1.672558492,17.46922884,10.03971983,25.97552724,11.76951727,0.350132727,19.36741667,20.86904306,32.05308471,15.09136285,42.31963573,6.790388737,2.91645109,0.978889218,1,0.345289802,0,1
21,1.313281461,1.143591456,4.541447301,0.283383574,1.849598652,10.18145669,8.747116313,5.664916724,1.889824833,19.24453807,5.666281282,15.00494765,5.45535725,0.268563399,29.33434598,20.3533252,31.12596755,7.380978035,24.02341333,21.43987679,41.7673601,26.42513854,43.51471024,30.39356932,2.881939773,1.009510577,1,0.427191049,0,1
22,0.840085572,0.340718248,0.181887935,5.717484381,6.386965576,3.557953087,7.553939579,9.869210519,0.246122411,6.445744173,18.58198802,13.94694531,0.823501522,7.034054367,4.371700952,3.318394459,4.566372997,35.64228302,14.76404121,23.12552749,34.13821684,4.913161341,5.37225971,5.497915284,2.878314015,1.01092146,1,0.356379895,0,1
23,1.850602245,1.500880172,0.120870172,1.966782626,9.963564936,6.958239595,0.917940485,13.45210248,4.597823191,0.25462512,3.658963018,21.48210605,7.461083306,25.52135046,12.65416271,7.021201128,19.49672629,32.56638892,33.61640661,9.606926008,5.422017374,43.19423779,31.51212716,43.24912363,2.869776249,1.020691739,1,0.34394461,0,1
24,1.648068923,3.738132194,0.232046939,0.532027147,8.11141389,1.924895676,4.720445832,13.23798406,11.29887178,1.802596926,13.5656102,12.59410233,15.1712262,15.03188499,0.249612578,5.911892994,7.386746378,17.37424499,2.863791524,16.36866193,5.59665446,12.95580732,45.36571375,7.218539127,2.854873635,1.023269878,1,inf,0,1
25,1.176365775,1.206394836,3.738153757,0.167708453,8.057606803,11.68610595,3.563006869,8.745253635,13.67737164,12.10049244,10.17700518,3.503831829,18.92006985,8.177615296,26.69078807,16.25685672,8.584377938,3.0343537,5.187050153,3.329540937,39.74852074,22.30740967,40.31064981,0.497933099,2.866757149,1.021810159,1,0.212737062,0,1
26,1.086514195,2.19968122,2.994961592,3.907946893,5.997141839,11.11655049,7.939519004,13.4493859,0.39182014,14.4555331,3.72955122,8.634146744,17.33207097,14.63991053,5.230301218,11.81887436,8.70930358,14.44860988,16.12863305,37.66986182,11.00352219,21.68604669,41.02467692,35.01078709,2.934116209,0.977854027,1,0.254547011,0,1
27,1.481460435,1.368677131,3.618312272,7.684934093,1.178143361,2.849826945,13.15509046,7.411723381,8.192164565,3.240477251,11.10783395,12.05423424,12.87484639,10.2535862,16.92571887,6.405727242,22.83270287,25.60555615,26.9786491,14.3904716,34.05220806,31.56978457,28.50681836,18.06284975,2.947533314,0.973599877,1,inf,0,1
28,0.2807716,0.770087095,5.038954909,6.878810754,2.345688276,1.355137358,13.87868975,3.758964401,8.281188922,19.74238584,17.58968243,6.642264116,18.31414184,11.73683041,0.175986778,11.34124798,12.93880724,1.27034369,37.56363812,21.78572124,15.12553761,23.54551221,39.59880717,4.150645618,2.935760793,0.976596788,1,0.230448093,0,1
29,1.526187634,0.864740576,3.374674204,1.291102984,1.150514308,6.344135303,12.73791535,13.77701084,14.43818074,10.51575067,4.803349068,19.607388,14.51003386,27.06894401,12.91684135,12.33937323,29.62898549,18.7721597,21.55118094,9.966523722,24.31728085,43.97716062,24.29951236,14.75944976,2.903267351,0.988905958,2,0.567055115,0,1
30,1.220488635,0.501469332,0.354247326,7.778021445,7.983956599,11.67226711,10.38157931,15.40717349,4.913204266,19.40998786,0.818162252,7.332303477,22.75014767,14.91063395,0.783724506,15.97750823,32.63475388,24.57070199,37.34047375,12.60101637,5.683875129,16.01088693,39.6208412,11.24809,2.900658695,0.992841293,2,0.484341645,0,1
31,1.042975909,0.566995759,0.305009473,5.099625238,9.24412478,11.29929662,10.21796786,4.236541095,5.583011963,17.453273,6.242216862,11.55090215,2.163032643,9.10967692,18.24217909,0.808457402,11.20395265,30.95359897,35.36153536,29.39343679,26.50433397,33.25272247,21.72785191,10.9800986,2.887393648,0.998105494,2,inf,0,1
32,1.127886721,2.458142686,0.384928223,2.61601077,7.61376538,6.31877685,2.041579825,1.583486581,8.249048379,18.2859797,20.26234843,8.922036351,9.689620529,23.8992553,24.72500315,7.210930501,18.63222592,3.030251401,28.87559788,35.23389801,5.041055712,38.84388749,17.69173655,31.29253332,2.893982092,0.995605388,2,0.488442132,0,1
33,0.522162447,0.495495755,2.362956777,4.082155093,3.824009194,1.145269997,5.336501378,10.41889444,10.97112843,2.608777601,13.19464223,22.52406276,20.54992677,14.06655443,9.280482509,13.57026235,10.79993781,27.20358484,7.669812756,30.69063815,16.32041795,5.725880989,12.07676837,36.11704495,2.909373117,0.984173038,2,0.469125699,0,1
34,0.902682655,2.553643438,5.437240301,0.952498992,6.605138743,2.498106682,3.516404365,5.650497831,4.402924316,18.17052184,12.79795338,8.356073805,2.868910781,9.501410091,1.330697026,13.47407927,31.94247418,4.270333765,17.85923044,26.71130206,39.73083247,11.5440327,40.93926418,26.59729663,2.911815698,0.982246733,2,0.401262649,0,1
35,0.328722843,2.379471285,3.247529033,2.803747477,4.680220979,1.361616129,10.63359569,10.87301651,1.129605083,12.18934447,14.98876889,9.540749426,10.35405124,11.6396369,10.24995718,11.7505368,5.276744676,18.24377412,5.959113897,4.164449833,11.74727905,2.768941347,42.70383301,35.31816674,2.921652301,0.980376844,2,0.596784635,0,1
36,1.059556205,3.269125709,5.643844934,2.002532119,7.616250334,6.314677106,0.806148649,9.752046393,4.312006397,4.875431831,0.350696111,0.359795425,4.935442965,10.31945505,13.30252132,17.46635644,24.8496727,32.20531733,1.68222638,34.54505817,38.58027908,14.62525535,30.96035247,16.51273269,2.934916287,0.978451063,2,0.543240104,0,1
37,0.466936426,1.230436829,5.402866128,5.860149462,9.259492763,3.576308026,8.014391601,11.91749965,3.105689557,8.805357962,3.433989793,2.134327246,25.20768638,10.65055483,6.614584817,16.64589331,13.27071934,6.184793548,4.896774891,18.60348567,8.576175939,42.46855826,15.27196584,23.21479031,2.942732884,0.976941849,2,inf,0,1
38,1.147716149,2.81636273,4.340918442,0.545647749,9.394628127,8.779020151,1.472747482,9.940836556,8.15655332,9.105894691,8.240802485,14.45031318,0.398031589,10.61751557,25.37893768,24.988219,27.12697521,11.82135149,2.550974603,3.381044017,28.38731758,40.41032265,30.86995205,33.03699142,2.903278415,0.993297951,3,0.283348581,0,1
39,1.115595967,1.26073441,0.260105695,6.392262218,4.935113996,6.973002865,0.476653219,2.128665387,15.73236165,13.74736267,16.12061008,17.78963131,14.02418008,6.425263392,9.067934192,31.57924918,23.75844672,5.720016499,1.153268478,23.38294041,11.85059513,42.10122524,12.28007237,13.28495939,2.902878723,0.994707093,3,0.269961732,0,1
40,0.601009212,0.442937582,0.903655996,3.587309163,2.95971296,10.33020728,8.425303334,9.165538132,10.87413721,16.61894383,3.479513904,9.139813537,14.9706589,15.55313052,5.382498302,29.77107319,5.884613176,26.94796567,23.80651617,26.35942927,3.335955574,29.83852253,1.344019712,7.499027573,2.897045724,1.001177592,3,inf,0,1
41,0.510106541,0.054815196,3.922925782,3.855921366,5.919764051,1.283418953,8.269489076,3.711769621,11.44942586,19.95854479,0.982712544,0.439289079,6.894862556,19.19929622,24.00567832,16.52498296,1.867371037,1.108273372,32.07963921,23.84783338,26.9046347,35.59006006,7.97902181,17.91411454,2.898450598,0.997887465,3,0.365365867,0,1
42,1.774409162,2.869862113,3.805674859,0.710402702,8.175733071,8.012052828,10.9897342,9.559589296,5.40550726,16.68691545,21.09068807,6.478074486,6.744436,21.17740503,21.80810294,9.242873546,32.39363604,24.18523965,9.532829198,19.75378756,2.19728162,21.48824271,27.68485649,27.04156459,2.909707349,0.990540965,3,0.30655084,0,1
43,1.527962157,0.441280505,4.968635209,1.795907498,7.823095447,5.975699794,6.170015074,7.914757395,16.30602197,16.99633065,2.114706974,6.300847914,22.60215087,4.465999015,11.48321649,22.90667662,30.3754316,13.90017519,23.68307532,12.73645239,33.3958001,41.59469791,25.42223914,6.36257341,2.911621793,0.987836303,3,0.122761966,0,1
44,0.12302671,2.118461789,4.041556708,1.685145864,9.689153227,9.350162562,6.706639018,4.607418608,8.417158505,3.679125214,5.843571426,8.255263091,3.710139148,17.84754754,20.97288152,2.669750059,6.433337504,34.42851093,14.38297742,20.47631435,26.22978064,33.11823666,2.642282472,38.21498021,2.910368887,0.988680794,3,0.144524187,0,1
45,1.860742875,2.478060935,0.421707526,5.173211028,9.994504617,3.877245975,4.705187071,7.971073685,0.198480857,13.03570204,19.5432114,0.632807853,3.055702821,13.12344092,10.0774517,24.26883114,24.80614698,7.64581045,22.96079442,18.24451919,39.67330149,11.6159835,8.441526696,12.24304623,2.914035888,0.986112451,3,0.244884437,0,1
46,1.724160623,2.936403325,0.252907592,6.732536968,0.498094259,2.464458939,5.345779027,8.619529208,17.04505312,19.48884395,12.71132595,0.636085925,13.13343654,4.755529165,7.439913439,18.69056387,27.49540941,17.80208551,5.469775445,16.96196613,27.8295005,19.55305197,3.900921117,24.8260437,2.913901371,0.98708792,3,0.110802973,0,1
47,0.405156866,2.122416138,0.990180002,5.408867824,8.730493748,5.088576958,0.126955263,14.811993,17.72372673,5.646095115,14.42127356,1.049786685,11.68424673,10.40765959,20.75514918,24.23665331,13.93939256,21.0565353,12.94430343,18.84956679,34.24968355,4.089130168,25.58341247,34.26148487,2.916691678,0.982337466,3,0.472701605,0,1
48,1.868407022,2.501301179,1.440568313,4.405019244,2.898523455,10.97889106,9.5135109,6.212569494,9.184821141,0.743692046,3.898785019,5.286824277,21.92559799,27.88277378,6.048376418,10.15626043,14.07879546,25.68471953,22.26666308,20.74721631,32.66616394,17.17832781,4.028526454,11.35546511,2.931358878,0.981354177,3,0.351696628,0,1
49,1.716039736,2.202172591,3.846836444,2.855301222,9.356826823,4.359903545,6.486901114,11.7685527,8.580558894,0.863117898,19.99368906,10.56442488,19.58267791,26.90252281,13.57013668,0.729104402,7.962405164,31.24006343,26.47662997,7.661534426,33.53733909,25.6868175,13.68616677,17.89548647,2.936625623,0.98061036,3,0.109740232,0,1
50,0.929352857,1.168162858,4.632296947,3.809580778,0.637585617,10.73214891,6.558270536,15.87050151,1.69550673,14.1739321,11.06529472,0.440928252,11.42242149,6.081894463,22.79483302,0.908494384,3.986520791,26.98322133,5.896861548,13.0789421,22.31769847,10.50473263,34.79633713,17.61775954,2.936033284,0.981182126,3,0.113947034,0,1
51,1.308214479,3.489168141,1.401182149,5.626512554,3.854803457,3.903985617,7.777347733,15.37492861,6.925689063,0.449525466,2.855017652,11.36264845,13.34963057,14.77910815,22.41342266,9.577604452,9.076943951,28.13366645,21.18699006,10.16789066,6.823596167,25.1865292,37.90213243,19.89461082,2.937598807,0.979169755,3,0.25074368,0,1
52,1.262369367,3.975901821,1.820217657,6.181287365,5.954962083,10.74784955,5.561258169,2.859387443,4.663547943,5.452306536,18.76030643,18.55084536,19.31687528,6.53747351,28.79683971,11.76690108,5.710581175,17.40955024,13.66238625,24.09081188,20.06274284,35.87359358,3.474628157,30.92308986,2.945762849,0.978067227,3,0.433058951,0,1
53,0.952034862,2.853002428,4.358035641,7.484464994,7.373407015,2.696834464,7.09473598,12.85141565,6.211098633,16.15134136,7.641222198,6.052852828,23.61865489,10.20353278,22.38948158,13.96218468,17.94751578,6.786600877,10.59929189,6.021983425,36.15523386,35.634827,5.064830257,27.98700937,2.960929599,0.977567765,3,inf,0,1
54,0.098772964,1.736696426,0.686156231,5.794540864,7.419625625,10.86067757,10.16719426,8.765926656,1.653046129,11.48947776,18.56432104,7.722279434,22.7218985,25.63511374,1.375520916,27.17207425,15.91229116,10.52529054,22.85026383,12.26383927,28.20401132,1.252195741,31.66262491,34.29387114,2.907536889,0.993678314,4,0.369577376,0,1
55,1.712132266,3.262637355,0.148851696,5.556682442,1.11006456,5.476887442,8.842004545,0.992253076,5.815658714,0.047646972,2.679233522,5.904496058,8.136017877,17.51654437,23.524335,30.33918953,14.02242535,30.05012928,0.896564259,28.2653109,34.95921227,3.290403299,44.58259225,29.1990602,2.907066088,0.997320188,4,0.620051272,0,1
56,0.743535713,1.569206395,0.570703391,2.320372647,1.543077277,10.15641498,10.43635496,13.51633907,17.70797226,2.562789255,0.205096995,10.79513516,14.52225806,23.99876641,23.25876525,19.19117693,13.9681705,0.238616066,33.58404006,28.0399827,2.686916445,3.337752777,37.88359367,40.96025631,2.898133794,1.005714903,4,inf,0,1
57,1.34925625,0.940250449,0.4278764,7.327121029,3.621731284,3.554262628,12.6574529,3.110426156,4.069339987,15.38365826,18.16790824,11.34247385,0.721691482,5.17934998,0.028490307,14.38998822,31.31641813,19.32873006,29.14141038,26.8034192,12.86600726,33.53357956,14.97093227,43.56148549,2.910463202,0.988968711,4,0.369489288,0,1
58,0.913274379,0.068722091,5.65171551,5.050022551,2.627499436,5.350521808,7.162144331,6.749695391,16.72449116,3.301994139,6.389572967,2.158637368,25.11059764,11.21327403,5.91013183,22.55845529,8.067693606,30.83712973,3.843718791,10.60659472,30.51018312,14.6055795,31.29449079,39.02456761,2.914602651,0.987285533,4,0.273836874,0,1
59,1.68129248,0.66859896,3.064748781,3.408391433,4.031418692,10.88555382,13.59486388,3.095609905,6.602162698,7.558476984,1.889773922,11.90834399,6.648190546,0.955146887,24.66771367,15.95295334,33.62915089,17.71184565,16.93605719,32.10799887,28.51134171,8.722481371,19.0161861,36.57751365,2.922267233,0.98313885,4,0.209802307,0,1
60,0.477794838,1.855182363,5.031483413,2.050454498,0.080198525,5.759721344,6.149435289,5.720177992,15.77819886,7.603321616,18.09044569,13.41490967,4.046113262,23.32587062,15.24858453,22.62735949,9.085478072,19.9291404,24.14593391,17.31353125,22.79119632,33.79334471,11.99699319,44.28068024,2.923580147,0.982663676,4,0.32817156,0,1
61,1.281000011,2.591818659,1.345089681,2.727672902,4.65140126,8.056729849,11.84631658,8.750398349,4.681582521,1.872790701,20.64744569,9.983687818,13.56215602,18.55684157,24.84851583,2.439596615,8.916530684,22.727223,23.85175731,15.01754269,21.34364363,8.520956445,36.7910601,24.37906926,2.917124289,0.984990473,4,0.299421534,0,1
62,1.488660698,2.512897843,1.613633496,5.034112649,3.386709644,2.303675851,5.822502017,9.858505337,6.491223823,12.28297715,14.72060489,4.041212225,12.48234449,5.136852375,4.933731191,5.12865606,31.77478449,22.95394173,33.13097968,19.38533272,10.83875401,5.818482025,23.89935583,13.05326665,2.936008984,0.981442169,4,0.491363175,0,1
63,0.402903723,0.7795193,4.791810086,7.596818594,3.318055607,9.863148732,12.26326849,7.153158685,3.136700313,4.613748195,19.30731073,11.65276718,24.86456798,16.31361801,25.1921274,3.668817487,30.48106539,8.540705656,23.60139311,30.59702177,20.15295329,16.13655911,37.54886176,15.68564664,2.942785763,0.979392967,4,0.382866347,0,1
64,0.339085345,3.064138619,5.914880787,4.664935926,4.438616133,5.975195156,7.446074882,10.93469318,8.466710132,11.91819163,1.558070496,5.788675193,23.85735274,18.53836939,1.842099858,22.17126994,15.60694703,10.52316647,29.22091062,32.01453688,11.72144504,21.97590061,19.46049366,14.59255395,2.9497031,0.978216043,4,inf,0,1
65,1.083294744,1.871175238,0.259083357,6.660205843,7.776368121,0.582664488,6.133787121,1.342129578,8.532643613,9.914812138,17.97729412,16.70755287,2.921943626,23.08530086,9.249965711,28.76161449,17.29032097,27.37819169,1.306543283,38.61533445,8.002628935,37.41667758,36.64081389,37.67923839,2.91322945,0.997333688,5,inf,0,1
66,1.228298897,0.579422987,0.808514835,6.067641523,4.613620742,0.557044625,7.949459814,11.8732993,14.11387673,5.276822027,14.4655385,5.639414395,21.61983616,14.87123107,6.447341563,27.4019407,0.312798357,19.85838047,4.491728477,3.743300521,17.00014572,28.65088084,45.59645749,12.12417125,2.914104975,0.992268963,5,0.328010222,0,1
67,1.178019854,1.679600403,4.351123808,1.057436294,4.100465061,7.577345854,0.748952078,10.99076345,14.42949263,13.51777455,10.84066332,17.91261209,3.654873149,6.642422829,16.19432105,3.733835528,30.72037604,26.82564964,6.916254706,38.4910677,21.04700071,24.04928366,35.91587232,14.00269198,2.914617867,0.991704618,5,0.090632486,0,1
68,1.318838613,0.730434813,0.581945924,7.32697678,8.941460147,10.39721426,4.270038864,6.683434499,1.417049688,0.555526889,15.439246,21.58393222,9.374021553,8.332434973,18.79994738,2.218611136,22.41707529,4.323941833,8.610406743,31.6897573,10.19024296,38.30577923,41.36207513,34.69130661,2.915786436,0.991307864,5,0.413954649,0,1
69,1.876898212,1.736454526,0.902627607,6.85821845,9.392569891,11.34172682,6.693490493,11.14985935,14.14113623,13.36267316,7.917928068,4.300315069,4.480433892,2.970041711,2.059482395,15.57703611,1.467500058,14.54269852,4.745491486,37.74065265,6.162094503,7.117476878,17.69173295,31.18239837,2.931357841,0.98362501,5,0.483445367,0,1
70,1.464687156,2.624571423,1.680035897,2.792095971,2.929135133,3.246356243,0.633163698,12.62048045,15.82622638,10.37221389,15.17937351,8.518355804,20.55441874,1.260327231,15.6929871,19.01510211,3.264606858,23.69880665,12.0495607,1.779548956,10.06854081,32.20433388,38.25453713,22.96531119,2.923941839,0.984914895,5,0.296799535,0,1
71,0.550003197,3.722171169,4.931267502,1.089872435,5.544281046,11.75603458,8.124065411,10.48104119,3.738730441,19.66871229,18.14530043,21.17440064,5.560599099,11.07028582,23.33096941,14.23061563,18.24789478,33.3281128,30.64773253,32.49796936,27.07491704,15.99083383,12.20640745,0.685664091,2.919378264,0.985978069,5,0.478768152,0,1
72,1.81904804,3.169411564,0.472857229,5.704565585,3.350486021,10.94126661,5.343595235,8.177650487,9.160366951,15.16566482,8.298658489,14.39515865,20.13261735,5.05114507,9.138993338,9.852767833,7.368586252,4.383724234,4.897810421,30.51335421,34.1377365,19.76411175,35.78293132,2.868058252,2.922228781,0.985113568,5,0.165073429,0,1
73,0.532001055,0.739967719,3.569233728,6.831106241,6.029641521,1.012551425,6.232169991,1.436378398,4.551392557,18.47663971,12.90337294,20.08436006,17.7270833,15.29578226,10.09182034,25.65588035,25.06813205,30.93417078,33.15806109,19.42203571,25.97953063,33.18228398,32.0829521,17.65544109,2.937466943,0.98187443,5,0.273124386,0,1
74,0.362370502,3.257336555,3.375458287,3.931855573,7.621366581,4.130229085,4.433076324,10.50911225,14.79417367,10.3646208,10.44591836,20.91475003,0.589616348,24.41799291,9.745680197,30.92801583,1.885286792,17.98540862,29.43320723,20.58735646,30.89739626,19.62437376,21.29767772,32.91502102,2.938553566,0.98170337,5,0.368902193,0,1
75,0.239257576,1.740915093,5.794165423,6.053419833,9.484948842,11.4567812,1.883083157,1.237100174,2.504795652,0.219769643,4.464885547,7.888607773,3.694594496,25.5168505,9.479356805,27.77793531,22.70399171,12.66836018,26.63401893,2.979043454,22.00909655,23.30889183,38.11925928,26.40551488,2.947896688,0.979604327,5,0.500577421,0,1
76,1.342008213,2.884004408,4.346467532,4.880759634,3.14365687,6.192922546,0.518813271,0.462103897,8.078402608,9.910096176,0.106444716,6.280355442,2.755404843,14.81624175,4.751243495,20.1314691,15.61655752,20.11214438,9.811016519,24.85930857,17.89687662,10.22069187,13.46772702,38.010238,2.953770643,0.979110438,5,0.24061414,0,1
77,1.343473233,1.404859311,5.657207668,6.191398917,4.747615397,11.32121673,11.55955558,9.552612007,17.82123096,17.15439715,9.687798218,18.32038464,1.081919143,7.995080935,15.85440971,7.209999837,15.86856456,12.59421769,35.61460714,24.85964797,37.84290784,21.50463579,1.870216019,46.19428657,2.954940869,0.978234223,5,inf,0,1
