min,-5.000000,max,5.000000,populationsize,500,children,80
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],var_x[10],var_x[11],var_x[12],var_x[13],var_x[14],var_x[15],var_x[16],var_x[17],var_x[18],var_x[19],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],best_x[10],best_x[11],best_x[12],best_x[13],best_x[14],best_x[15],best_x[16],best_x[17],best_x[18],best_x[19],,distance
11,23940.364800,1836830.256430,1.013677,,6.541382,6.140482,6.063252,6.806158,5.830487,6.385826,6.023244,6.448073,6.315342,6.189223,6.850260,7.260840,6.312685,6.537541,6.172008,6.677244,6.996689,6.214716,6.543439,6.601044,,4.290896,-0.660979,-2.267552,3.217084,0.749965,4.537140,-0.574411,-0.197460,0.436245,-1.964235,0.677420,-0.444853,0.140490,0.422441,2.914179,0.840224,0.449937,3.382304,-0.109299,-0.839535,,3.662450
12,23940.364800,1836830.256430,1.013669,,6.396639,5.874129,5.925108,6.665902,5.676719,6.267534,5.882820,6.321023,6.147638,6.063502,6.712433,7.235812,6.217310,6.268945,6.076562,6.504628,6.959422,6.185875,6.339820,6.424096,,4.290896,-0.660979,-2.267552,3.217084,0.749965,4.537140,-0.574411,-0.197460,0.436245,-1.964235,0.677420,-0.444853,0.140490,0.422441,2.914179,0.840224,0.449937,3.382304,-0.109299,-0.839535,,3.710541
13,23940.364800,1836830.256430,1.013501,,6.316182,5.746542,5.863714,6.577896,5.569146,6.181237,5.800659,6.284228,6.115457,5.950214,6.625911,7.333524,6.074907,6.295065,6.022424,6.375132,6.904646,6.081366,6.283592,6.354973,,4.290896,-0.660979,-2.267552,3.217084,0.749965,4.537140,-0.574411,-0.197460,0.436245,-1.964235,0.677420,-0.444853,0.140490,0.422441,2.914179,0.840224,0.449937,3.382304,-0.109299,-0.839535,,3.750118
14,23737.543138,1836830.256430,1.012203,,6.243674,5.616414,5.662868,6.438231,5.468711,6.068486,5.648961,6.153075,5.991478,5.879716,6.398074,7.175205,6.000812,6.084774,5.947606,6.258236,6.674128,5.914474,5.994990,6.182974,,4.329420,0.447290,0.573369,2.533649,0.195858,4.334916,-1.666223,-1.027645,4.054120,-2.032481,2.696319,-0.118766,0.547672,-0.386345,-0.519529,0.847886,-0.965095,-0.285010,1.624767,-0.184172,,3.796240
15,20712.388315,1824031.721820,1.011105,,6.246335,5.603643,5.539635,6.432228,5.379406,5.887759,5.540898,6.015873,5.872381,5.785061,6.310917,7.070724,5.903638,6.015063,5.784416,6.114858,6.570185,5.843753,5.881541,6.224666,,3.244624,-0.068809,1.449878,4.369953,-0.669509,2.773896,-4.465377,0.106140,1.760156,2.072507,1.007482,-1.434462,3.440880,-0.218168,0.906511,2.167044,0.285179,1.212811,-0.390447,-2.550287,,3.858659
16,20712.388315,1824031.721820,1.008284,,6.143904,5.471226,5.442419,6.303595,5.231949,5.761228,5.380589,5.910547,5.804027,5.674056,6.182521,6.909659,5.819769,5.972237,5.664970,5.896541,6.361178,5.732972,5.796276,6.093862,,3.244624,-0.068809,1.449878,4.369953,-0.669509,2.773896,-4.465377,0.106140,1.760156,2.072507,1.007482,-1.434462,3.440880,-0.218168,0.906511,2.167044,0.285179,1.212811,-0.390447,-2.550287,,3.892682
17,20712.388315,1824031.721820,1.008326,,5.951207,5.282992,5.357814,6.185630,5.137531,5.657154,5.292621,5.793082,5.665445,5.667660,6.104508,6.768151,5.562914,5.895795,5.634215,5.733761,6.324481,5.558151,5.756305,5.989508,,3.244624,-0.068809,1.449878,4.369953,-0.669509,2.773896,-4.465377,0.106140,1.760156,2.072507,1.007482,-1.434462,3.440880,-0.218168,0.906511,2.167044,0.285179,1.212811,-0.390447,-2.550287,,3.966778
18,17321.252660,1824031.721820,1.012605,,5.871077,5.241663,5.237837,6.109882,5.083927,5.595645,5.367927,5.703782,5.614589,5.595490,6.014519,6.612802,5.512935,5.703478,5.546486,5.650050,6.292776,5.414866,5.693482,5.889438,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.010658
19,17321.252660,1824031.721820,1.012455,,5.854833,5.065229,5.149564,5.987084,4.959680,5.440772,5.291317,5.645978,5.441892,5.548609,5.931644,6.348238,5.338747,5.635036,5.517894,5.523267,6.225303,5.359245,5.541064,5.684920,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.092813
20,17321.252660,1824031.721820,1.011091,,5.728934,4.963865,5.000942,5.917834,4.748442,5.285341,5.269550,5.487118,5.475766,5.337157,5.766401,6.059533,5.236104,5.537693,5.376581,5.517447,6.089253,5.296157,5.474074,5.571253,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.151935
21,17321.252660,1824031.721820,1.009086,,5.677700,4.751159,4.985035,5.782361,4.656662,5.213484,5.122464,5.355345,5.344493,5.257913,5.692837,5.970348,5.179680,5.372987,5.364172,5.484254,6.045722,5.186427,5.367375,5.384186,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.214904
22,17321.252660,1824031.721820,1.008998,,5.472914,4.744877,4.899690,5.681791,4.596704,5.013388,5.019628,5.264211,5.362605,5.161968,5.633453,5.773221,5.015790,5.308176,5.311998,5.405779,6.039726,5.157647,5.332962,5.180677,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.288477
23,17321.252660,1824031.721820,1.009179,,5.353216,4.629596,4.771944,5.504337,4.624241,4.893286,4.903834,5.189417,5.350764,5.074916,5.501778,5.658678,4.927966,5.148409,5.240521,5.269853,5.893800,5.033520,5.210963,5.141705,,3.115779,0.842992,0.848321,4.302789,0.565842,2.795400,-2.771621,0.205424,1.250731,1.534743,2.143117,-1.352871,2.332099,0.784960,-0.162589,2.416945,-2.810563,1.863125,-1.301208,-1.603415,,4.350597
24,12741.096863,1824031.721820,1.008861,,5.289180,4.562774,4.643229,5.468592,4.492842,4.791532,4.771290,5.174153,5.331883,4.938695,5.437264,5.597904,4.867969,5.167627,5.182279,5.325781,5.764584,4.860535,5.130867,5.035163,,2.387796,0.261603,1.077452,1.751905,0.742707,1.280161,-0.767233,2.721221,3.201185,0.487210,2.816608,-2.611179,3.556049,-3.690663,2.955564,4.066608,-0.943769,1.712182,-3.256220,-2.749187,,4.394832
25,12741.096863,1824031.721820,1.011522,,5.235521,4.524131,4.598686,5.496294,4.409829,4.790714,4.702955,5.071108,5.330971,4.897671,5.299527,5.583195,4.735563,5.126920,5.141736,5.296175,5.676334,4.810006,5.034075,4.973134,,2.387796,0.261603,1.077452,1.751905,0.742707,1.280161,-0.767233,2.721221,3.201185,0.487210,2.816608,-2.611179,3.556049,-3.690663,2.955564,4.066608,-0.943769,1.712182,-3.256220,-2.749187,,4.444719
26,12741.096863,1824031.721820,1.012790,,5.125402,4.489861,4.560181,5.330829,4.332901,4.741455,4.727065,5.001874,5.205739,4.804519,5.258865,5.437037,4.693775,5.056053,5.086992,5.250066,5.560658,4.691007,4.996514,5.035808,,2.387796,0.261603,1.077452,1.751905,0.742707,1.280161,-0.767233,2.721221,3.201185,0.487210,2.816608,-2.611179,3.556049,-3.690663,2.955564,4.066608,-0.943769,1.712182,-3.256220,-2.749187,,4.535932
27,9220.779022,1824031.721820,1.010707,,5.002076,4.417372,4.524592,5.262331,4.254506,4.628413,4.635851,4.912570,5.090070,4.707413,5.141654,5.218680,4.585371,4.982070,5.061903,5.109658,5.556405,4.612075,4.905756,4.880665,,1.600813,-1.373211,1.421248,4.285260,0.080416,3.557908,-2.704279,3.030086,-0.199000,1.406017,2.435523,-1.923743,1.345838,-1.368199,0.042999,1.655915,-2.620674,4.058320,0.638380,-0.369616,,4.609164
28,9220.779022,1824031.721820,1.009877,,4.877784,4.260331,4.462098,5.158199,4.079075,4.523286,4.677880,4.851761,4.983594,4.589379,5.023548,5.118358,4.535231,4.939308,5.017661,4.999574,5.285216,4.621305,4.861243,4.804575,,1.600813,-1.373211,1.421248,4.285260,0.080416,3.557908,-2.704279,3.030086,-0.199000,1.406017,2.435523,-1.923743,1.345838,-1.368199,0.042999,1.655915,-2.620674,4.058320,0.638380,-0.369616,,4.674239
29,9220.779022,1824031.721820,1.008659,,4.675997,4.195803,4.383545,5.073350,4.015385,4.508445,4.549724,4.798998,4.859904,4.553893,4.936431,4.973215,4.473060,4.843994,4.913430,4.864231,5.238339,4.519643,4.769874,4.672198,,1.600813,-1.373211,1.421248,4.285260,0.080416,3.557908,-2.704279,3.030086,-0.199000,1.406017,2.435523,-1.923743,1.345838,-1.368199,0.042999,1.655915,-2.620674,4.058320,0.638380,-0.369616,,4.745946
30,8934.776261,1824031.721820,1.007780,,4.602301,4.141490,4.282272,5.071748,3.937167,4.468119,4.504823,4.791195,4.809169,4.482124,4.859075,4.904810,4.409328,4.809879,4.734479,4.781163,5.124571,4.440342,4.689255,4.600491,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,4.795184
31,8934.776261,1824031.721820,1.005526,,4.374422,4.153354,4.141563,4.961642,3.821760,4.334542,4.351456,4.742166,4.633305,4.391820,4.726509,4.838283,4.272115,4.778955,4.717110,4.622037,4.981188,4.284886,4.474774,4.392535,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,4.858484
32,8934.776261,1824031.721820,1.003742,,4.340853,4.088675,4.075168,4.919820,3.778452,4.256918,4.253901,4.665975,4.592594,4.236162,4.652680,4.623536,4.188527,4.699397,4.579298,4.445352,4.893067,4.172321,4.400813,4.324751,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,4.942773
33,8934.776261,1824031.721820,1.001441,,4.301571,4.019948,3.978296,4.868831,3.656100,4.157707,4.232917,4.635691,4.502575,4.085573,4.585767,4.606043,4.045469,4.607478,4.521985,4.371867,4.745417,4.144124,4.335867,4.277710,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,5.008056
34,8934.776261,1824031.721820,1.000347,,4.245190,3.957917,3.864052,4.764632,3.565098,3.959006,4.074104,4.496254,4.402109,4.014304,4.486198,4.492868,4.009715,4.520757,4.419805,4.224894,4.616411,4.124017,4.261446,4.127362,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,5.101051
35,8934.776261,1824031.721820,1.000651,,4.204639,3.951510,3.803708,4.703124,3.519240,3.901852,4.072771,4.440600,4.374234,3.826236,4.502103,4.487306,3.920704,4.426680,4.393227,4.144695,4.469100,4.072603,4.104310,4.082671,,1.823330,0.515216,-0.585443,1.848794,0.081475,1.852625,-1.011354,4.644966,2.557888,0.923397,3.199692,-2.243760,1.410588,0.289368,-1.149789,2.172646,-1.093648,1.292872,-0.133490,-1.395372,,5.146580
36,10147.827537,1824031.721820,1.000000,,4.109492,3.872274,3.729718,4.551267,3.466069,3.851079,3.971877,4.234660,4.320122,3.758079,4.428383,4.422115,3.858612,4.401265,4.345978,4.114568,4.343760,3.985201,4.054060,3.976950,,1.093756,-0.986177,-0.732730,3.371897,-0.182038,4.338353,-1.306260,3.295951,0.749373,1.882341,2.274677,-2.228497,2.716980,-2.010752,3.593108,3.296777,-2.523234,3.233679,-3.276416,-1.600788,,5.219014
37,10147.827537,1824031.721820,1.000943,,4.006594,3.849672,3.665521,4.408698,3.359597,3.755875,4.007266,4.136794,4.299974,3.736847,4.318472,4.287701,3.795268,4.398951,4.258075,3.974058,4.190091,3.872794,4.013142,3.888552,,1.093756,-0.986177,-0.732730,3.371897,-0.182038,4.338353,-1.306260,3.295951,0.749373,1.882341,2.274677,-2.228497,2.716980,-2.010752,3.593108,3.296777,-2.523234,3.233679,-3.276416,-1.600788,,5.292299
38,9559.661592,1824031.721820,1.000000,,3.870332,3.781944,3.604344,4.406285,3.298387,3.760130,4.019323,4.071805,4.210825,3.726161,4.268547,4.269457,3.707391,4.298727,4.211962,3.927110,4.076967,3.783840,3.987354,3.877889,,1.561480,-0.795499,2.772885,2.694480,0.302173,3.316400,-2.328038,1.802725,0.553619,-0.618759,2.683544,-1.580594,0.288162,0.208810,2.232599,2.615492,-0.613890,2.620639,-1.229966,-1.486262,,5.342626
39,9559.661592,1824031.721820,1.000000,,3.798610,3.755992,3.604171,4.294848,3.287475,3.707666,3.920172,4.032446,4.105778,3.746653,4.275829,4.296395,3.668404,4.174595,4.166013,3.945774,4.035069,3.666204,3.978169,3.783162,,1.561480,-0.795499,2.772885,2.694480,0.302173,3.316400,-2.328038,1.802725,0.553619,-0.618759,2.683544,-1.580594,0.288162,0.208810,2.232599,2.615492,-0.613890,2.620639,-1.229966,-1.486262,,5.430019
40,9559.661592,1824031.721820,1.000000,,3.769134,3.644650,3.552212,4.248672,3.127074,3.667479,3.857303,3.930142,4.012865,3.598845,4.158546,4.188191,3.569605,4.035367,4.118842,3.788607,4.007015,3.620842,3.872925,3.729820,,1.561480,-0.795499,2.772885,2.694480,0.302173,3.316400,-2.328038,1.802725,0.553619,-0.618759,2.683544,-1.580594,0.288162,0.208810,2.232599,2.615492,-0.613890,2.620639,-1.229966,-1.486262,,5.494022
41,9559.661592,1824031.721820,1.000000,,3.646324,3.617425,3.499160,4.227892,3.013666,3.540948,3.839541,3.849077,4.015304,3.485672,4.096725,4.193025,3.542684,4.032125,4.072035,3.669385,3.963992,3.554901,3.807194,3.733253,,1.561480,-0.795499,2.772885,2.694480,0.302173,3.316400,-2.328038,1.802725,0.553619,-0.618759,2.683544,-1.580594,0.288162,0.208810,2.232599,2.615492,-0.613890,2.620639,-1.229966,-1.486262,,5.569944
42,5627.723221,1824031.721820,1.000000,,3.573005,3.582200,3.467289,4.172719,2.940899,3.500147,3.772918,3.775525,3.980039,3.445162,4.030088,4.108984,3.503340,3.983790,4.034876,3.672721,3.910568,3.568967,3.726296,3.690526,,1.087199,0.533616,1.659721,2.960159,-0.242543,2.537388,-1.019283,2.413627,1.930210,0.636860,1.602356,-1.432960,2.273942,-1.762460,2.336962,2.067852,-2.053672,2.513759,-0.921710,-2.121023,,5.598228
43,10252.723873,1824031.721820,1.000000,,3.541450,3.549422,3.362545,4.120541,2.833914,3.385327,3.700277,3.668698,3.933689,3.356531,3.978644,4.033771,3.430638,3.953216,4.029183,3.610522,3.905782,3.489643,3.654156,3.634110,,1.447736,0.125528,1.064292,3.116600,0.258537,2.030233,-1.721035,0.900379,1.115983,-0.228810,1.472875,-0.507245,1.608347,-0.143744,3.804254,0.155745,-1.749763,2.788063,0.035500,-0.573476,,5.647336
44,10252.723873,1824031.721820,1.000000,,3.430553,3.490181,3.303493,4.086063,2.855691,3.341887,3.647204,3.582900,3.752326,3.240233,3.951593,3.853016,3.362686,3.905910,3.967748,3.485515,3.761300,3.370368,3.566970,3.550412,,1.447736,0.125528,1.064292,3.116600,0.258537,2.030233,-1.721035,0.900379,1.115983,-0.228810,1.472875,-0.507245,1.608347,-0.143744,3.804254,0.155745,-1.749763,2.788063,0.035500,-0.573476,,5.744877
45,10252.723873,1824031.721820,1.000000,,3.337242,3.501322,3.212453,4.018579,2.815926,3.265177,3.537552,3.490596,3.665042,3.180502,3.847516,3.831796,3.268659,3.866873,3.936279,3.425868,3.682401,3.250045,3.518387,3.504288,,1.447736,0.125528,1.064292,3.116600,0.258537,2.030233,-1.721035,0.900379,1.115983,-0.228810,1.472875,-0.507245,1.608347,-0.143744,3.804254,0.155745,-1.749763,2.788063,0.035500,-0.573476,,5.798657
46,10193.738290,1824031.721820,1.000405,,3.250635,3.498264,3.140352,3.905569,2.774837,3.262150,3.518933,3.420215,3.639591,3.146189,3.838950,3.724574,3.235449,3.850358,3.858861,3.415067,3.642354,3.214890,3.513271,3.475856,,1.802215,-1.458077,1.522921,2.985807,0.272073,2.137977,-1.129126,2.661708,2.357045,0.014608,2.684533,-0.882988,1.069048,-1.240554,0.875450,1.257836,-2.379854,2.189866,0.483775,-0.224264,,5.872522
47,7701.678676,1824031.721820,1.001147,,3.170615,3.362452,3.110201,3.742129,2.751249,3.190110,3.429830,3.407753,3.607375,3.061879,3.782677,3.690763,3.176266,3.744835,3.800795,3.336744,3.551991,3.147413,3.451647,3.359022,,1.741964,-0.054173,1.696948,4.271565,0.095964,0.821111,-1.838615,3.531280,2.367961,-1.252095,3.463978,-0.921439,0.982504,0.198581,-0.731890,1.865907,-0.588816,1.564623,-0.887284,-1.328075,,5.948688
48,7701.678676,1824031.721820,1.001193,,3.083237,3.323326,3.043872,3.747952,2.653943,3.121279,3.234122,3.377889,3.421592,2.970093,3.689677,3.678688,3.053098,3.714848,3.787456,3.200213,3.508852,3.079802,3.401084,3.289855,,1.741964,-0.054173,1.696948,4.271565,0.095964,0.821111,-1.838615,3.531280,2.367961,-1.252095,3.463978,-0.921439,0.982504,0.198581,-0.731890,1.865907,-0.588816,1.564623,-0.887284,-1.328075,,6.046078
49,7701.678676,1824031.721820,1.001097,,2.950911,3.223798,2.943794,3.642768,2.582753,3.009252,3.193706,3.387968,3.332991,2.906142,3.695067,3.580964,2.990970,3.696276,3.784906,3.165472,3.454782,3.001440,3.322692,3.223960,,1.741964,-0.054173,1.696948,4.271565,0.095964,0.821111,-1.838615,3.531280,2.367961,-1.252095,3.463978,-0.921439,0.982504,0.198581,-0.731890,1.865907,-0.588816,1.564623,-0.887284,-1.328075,,6.124069
50,7092.595562,1824031.721820,1.001023,,2.883327,3.156887,2.889444,3.554173,2.576213,2.972741,3.181949,3.348368,3.271126,2.824828,3.648109,3.536801,2.954600,3.614030,3.642213,3.148581,3.305705,2.943441,3.241160,3.146949,,1.636798,-0.293147,1.560868,2.042834,-0.298133,3.634826,-2.572640,-0.412557,3.998928,-0.330990,3.123460,-1.008938,1.971345,-1.645003,1.998917,2.827165,-1.991852,3.419947,-0.219352,-2.442479,,6.187872
51,6840.284063,1824031.721820,1.000000,,2.849355,3.131456,2.846215,3.556027,2.571873,2.937779,3.171188,3.320316,3.251803,2.782754,3.612310,3.502920,2.932106,3.578445,3.585543,3.105471,3.262043,2.911592,3.217084,3.126081,,2.114867,-1.282324,1.631992,4.561380,-0.911545,1.485275,-1.784441,3.579224,1.278583,0.978584,1.913966,-1.101492,-0.890112,-1.125502,1.536412,1.920754,-1.351780,4.413860,0.522297,-2.490000,,6.219799
52,6840.284063,1824031.721820,1.000492,,2.798193,3.120470,2.855735,3.473702,2.519728,2.929865,3.124774,3.305982,3.191690,2.756795,3.552359,3.391257,2.900485,3.545596,3.561772,3.059397,3.205274,2.813721,3.156495,3.081450,,2.114867,-1.282324,1.631992,4.561380,-0.911545,1.485275,-1.784441,3.579224,1.278583,0.978584,1.913966,-1.101492,-0.890112,-1.125502,1.536412,1.920754,-1.351780,4.413860,0.522297,-2.490000,,6.267922
53,6892.430204,1824031.721820,1.000000,,2.730269,3.087279,2.816603,3.403055,2.497555,2.825443,3.084313,3.259770,3.165147,2.660581,3.486613,3.270047,2.844125,3.510740,3.520071,3.010180,3.115918,2.748029,3.138115,3.013976,,1.591820,-0.268786,2.120934,3.005733,-0.562416,3.738459,-0.644476,2.497807,1.939496,-1.164592,2.468630,-1.476670,3.036067,-1.353486,1.561893,0.818096,-1.092932,2.215201,-1.611001,-1.819776,,6.298361
54,6892.430204,1824031.721820,1.000000,,2.678605,3.052467,2.756291,3.358067,2.458816,2.820268,2.991956,3.179241,3.180550,2.614379,3.399794,3.241866,2.816738,3.483727,3.491299,2.993528,3.090881,2.717385,3.082537,2.884511,,1.591820,-0.268786,2.120934,3.005733,-0.562416,3.738459,-0.644476,2.497807,1.939496,-1.164592,2.468630,-1.476670,3.036067,-1.353486,1.561893,0.818096,-1.092932,2.215201,-1.611001,-1.819776,,6.349332
55,6892.430204,1824031.721820,1.000000,,2.565340,3.001421,2.695139,3.230543,2.359129,2.771819,2.901069,3.157191,3.164356,2.526659,3.306643,3.188658,2.736420,3.392444,3.441469,2.940833,3.023448,2.685728,3.027085,2.867969,,1.591820,-0.268786,2.120934,3.005733,-0.562416,3.738459,-0.644476,2.497807,1.939496,-1.164592,2.468630,-1.476670,3.036067,-1.353486,1.561893,0.818096,-1.092932,2.215201,-1.611001,-1.819776,,6.384570
56,6892.430204,1824031.721820,1.002007,,2.434034,2.945701,2.617698,3.179753,2.316685,2.680401,2.762735,3.161619,3.143223,2.407857,3.284020,3.099302,2.718998,3.265454,3.301736,2.763725,2.989426,2.632789,2.942978,2.754673,,1.591820,-0.268786,2.120934,3.005733,-0.562416,3.738459,-0.644476,2.497807,1.939496,-1.164592,2.468630,-1.476670,3.036067,-1.353486,1.561893,0.818096,-1.092932,2.215201,-1.611001,-1.819776,,6.467336
57,6892.430204,1824031.721820,1.007924,,2.383255,2.863634,2.559922,3.138258,2.277493,2.629877,2.729050,3.109990,3.127371,2.380380,3.253394,3.059672,2.651523,3.209895,3.328079,2.675515,2.925034,2.613964,2.935974,2.668967,,1.591820,-0.268786,2.120934,3.005733,-0.562416,3.738459,-0.644476,2.497807,1.939496,-1.164592,2.468630,-1.476670,3.036067,-1.353486,1.561893,0.818096,-1.092932,2.215201,-1.611001,-1.819776,,6.534938
